id,title,keywords,ratings,confidences,withdraw,review_lengths
3aQs3MCSexD,"How Much Data Are Augmentations Worth?  An Investigation into Scaling Laws, Invariance, and Implicit Regularization","['Data Augmentations', 'Stochasticity', 'Flatness', 'Neural Networks', 'Invariance']","[8, 5, 8, 5]","[4, 3, 3, 4]",0,"[559, 462, 324, 1300]"
ABqIh51jNQm,Spatial Reasoning Network for Zero-shot Constrained Scene Generation,"['Spatial Reasoning Network', 'Constrained Scene Generation']","[3, 1, 5]","[4, 5, 4]",0,"[628, 390, 600]"
qxRscesArBZ,Robust Graph Dictionary Learning,"['Graph Learning', 'Optimal Transport']","[6, 5, 6, 8]","[4, 3, 5, 2]",0,"[545, 296, 393, 228]"
5XrQ2mskPQz,Matrix factorization under the constraint of connectivity between observed and source data ~ Muscle synergy analysis based on connectivity between muscle and brain activities ~,"['Matrix factorization', 'Muscle synergy']","[3, 5, 3]","[4, 5, 3]",0,"[448, 516, 773]"
gpmL0D4VjN4,Fundamental limits on the robustness of image classifiers,"['Theory', 'Computer vision', 'Isoperimetry']","[5, 8, 5, 6, 8]","[4, 4, 3, 3, 4]",0,"[1299, 1034, 585, 550, 661]"
vep-Hlmn0tc,Stochastic Constrained DRO with a Complexity Independent of Sample Size,[],"[6, 8, 5, 3]","[3, 2, 5, 4]",0,"[448, 214, 251, 285]"
Z4s73sJYQM,"Evolve Smoothly, Fit Consistently: Learning Smooth Latent Dynamics For Advection-Dominated Systems",[],"[6, 8, 8]","[3, 2, 3]",0,"[237, 509, 113]"
hfaNXjEQB47,Dissecting adaptive methods in GANs,"['deep learning theory', 'generative adversarial networks', 'adaptive methods']","[3, 5, 5, 8]","[4, 3, 4, 3]",0,"[478, 792, 543, 613]"
IskSBCo0-0,Recycling Scraps: Improving Private Learning by Leveraging Intermediate Checkpoints,"['Differential privacy', 'training checkpoints', 'confidence intervals', 'uncertainty']","[5, 6, 5]","[3, 4, 3]",0,"[665, 351, 332]"
cxCEOSF99f,Understanding Influence Functions and Datamodels via Harmonic Analysis,"['theory', 'datamodels', 'influence functions', 'fourier analysis', 'harmonic analysis']","[5, 6, 6, 8]","[3, 2, 3, 3]",0,"[371, 425, 231, 518]"
Ovnwe_sDQW,BC-IRL: Learning Generalizable Reward Functions from Demonstrations,"['inverse reinforcement learning', 'reward learning', 'reinforcement learning', 'imitation learning']","[8, 5, 3]","[4, 2, 4]",0,"[282, 345, 268]"
5tKXUZil3X,TextGrad: Advancing Robustness Evaluation in NLP by Gradient-Driven Optimization,[],"[5, 8, 6, 6]","[3, 3, 4, 3]",0,"[509, 273, 592, 285]"
imIlOpuEsi,Robustness for Free: Adversarially Robust Anomaly Detection Through Diffusion Model,[],"[5, 5, 6, 5]","[4, 4, 4, 3]",0,"[530, 399, 233, 232]"
W0-FISdkHtZ,Optimal control neural networks for data-driven discovery of gradient flows.,"['neural network', 'data-driven', 'dynamical system', 'gradient flow', 'optimal control']","[3, 3, 3, 3]","[3, 3, 3, 4]",0,"[163, 316, 428, 892]"
cPhfgGIbVfZ,ErrorAug: Making Errors to Find Errors in Semantic Segmentation,"['Semantic Segmentation', 'Uncertainty Quantification', 'Error Detection']","[5, 5, 5, 6]","[4, 3, 5, 4]",0,"[739, 742, 244, 444]"
ED3WvUgu09,Kernel Regression with Infinite-Width Neural Networks on Millions of Examples,"['gaussian processes', 'neural tangent kernel', 'infinite-width neural networks']","[6, 5, 3, 8]","[4, 4, 4, 4]",0,"[691, 281, 484, 663]"
bQB6qozaBw,Information Plane Analysis for Dropout Neural Networks,"['information plane', 'deep learning', 'mutual information', 'dropout', 'continuous distributions']","[3, 8, 8, 5]","[3, 4, 4, 3]",0,"[236, 418, 471, 376]"
BgLTe3a4FO,Fed-Cor: Federated Correlation Test with Secure Aggregation,"['Federated Analytics', 'Privacy and Security']","[6, 6, 3]","[3, 3, 4]",0,"[120, 362, 413]"
Su_HbZ0Sdz,Feasible Adversarial Robust Reinforcement Learning for Underspecified Environments,"['reinforcement learning', 'robust rl', 'sim-to-real', 'game-theory', 'psro']","[8, 6, 3, 3]","[4, 4, 5, 5]",0,"[429, 712, 703, 353]"
z9C5dGip90,Dynamical systems embedding with a physics-informed convolutional network,"['dynamical systems', 'convolutional networks', 'computational physics', 'physics-informed']","[6, 6, 8, 5]","[3, 3, 4, 4]",0,"[535, 789, 494, 491]"
ySCL-NG_I3,Learning Harmonic Molecular Representations on Riemannian Manifold,"['Riemannian manifold', 'molecular surface', 'harmonic analysis', 'functional map', 'binding site prediction', 'rigid protein docking']","[5, 5, 6, 8]","[4, 4, 4, 2]",0,"[449, 350, 250, 592]"
Hvcmr6FSIX8,When is Offline Hyperparameter Selection Feasible for Reinforcement Learning?,"['Offline policy selection', 'offline reinforcement learning', 'off-policy policy evaluation']","[6, 5, 5, 5]","[3, 4, 4, 3]",0,"[656, 592, 529, 815]"
uvSQ8WhWHQ,Plansformer: Generating Multi-Domain Symbolic Plans using Transformers,"['automated planning', 'language models', 'transfer learning']","[5, 6, 6, 3]","[4, 4, 4, 4]",0,"[773, 853, 810, 685]"
eSQh8rG8Oa,Greedy Actor-Critic: A New Conditional Cross-Entropy Method for Policy Improvement,"['actor-critic', 'policy gradient', 'entropy', 'cross-entropy method', 'greedy actor-critic', 'policy optimization']","[5, 8, 5]","[4, 4, 3]",0,"[691, 765, 723]"
IJn-rxhkZsN,VISION TRANSFORMER FOR MULTIVARIATE TIME- SERIES CLASSIFICATION (VITMTSC),"['time-series classification', 'vision-transformer', 'transformer']","[3, 3, 5]","[4, 3, 4]",0,"[139, 800, 291]"
-kAWfaLkPT3,Multi-Environment Pretraining Enables Transfer to Action Limited Datasets,[],"[8, 3, 5, 3, 6]","[4, 4, 2, 4, 3]",0,"[334, 822, 376, 660, 981]"
sVV0KK3COzD,Preserving In-Context Learning Ability in Large Language Model Fine-tuning,"['in-context learning', 'large language models']","[3, 5, 3, 6]","[3, 3, 4, 3]",0,"[424, 309, 411, 209]"
cyg2YXn_BqF,Efficiently Controlling Multiple Risks with Pareto Testing,"['conformal prediction', 'risk control', 'multi-objective optimization', 'hypothesis testing']","[3, 6, 8, 6]","[4, 3, 5, 2]",0,"[248, 281, 516, 287]"
UntYZBCdypc,Graph Mixup with Soft Alignments,[],"[5, 3, 6, 6, 3]","[2, 4, 5, 4, 4]",0,"[354, 528, 293, 692, 196]"
p3UGLrWofT,CNN Compression and Search Using Set Transformations with Width Modifiers on Network Architectures,"['cnn', 'compression', 'efficient search', 'sets', 'embedded systems']","[3, 3, 1]","[4, 4, 4]",0,"[265, 193, 331]"
DbLtChzghG,Event-former: A Self-supervised Learning Paradigm for Temporal Point Processes,"['event sequences', 'self-supervised learning', 'point process', 'transformer']","[6, 6, 1, 3]","[4, 1, 5, 2]",0,"[590, 116, 571, 252]"
VBB4fh45HF,Learning Interpretable Dynamics from Images of a Freely Rotating 3D Rigid Body,"['Deep Learning', 'Dynamics', '3D', 'Rigid Body', 'Images', 'Physics informed']","[8, 6, 5, 6]","[3, 4, 4, 2]",0,"[566, 561, 301, 301]"
aOBs18ycBr,NOTELA: A Generalizable Method for Source Free Domain Adaptation,"['source-free domain adaptation', 'robustness to distribution shifts', 'bioacoustics']","[3, 3, 3, 3]","[2, 5, 3, 4]",0,"[505, 554, 656, 468]"
loIfC8WHevK,Characteristic Neural Ordinary Differential Equation,"['Neural ODE', 'Differential Equation', 'Method of characteristics']","[8, 6, 5, 6]","[3, 4, 2, 4]",0,"[860, 427, 722, 629]"
Loek7hfb46P,Fast Sampling of Diffusion Models with Exponential Integrator,"['Fast diffusion model', 'generative model']","[3, 5, 6, 6]","[2, 3, 4, 3]",0,"[158, 775, 777, 430]"
6dZqGFB8g-O,STay-On-the-Ridge (STON'R): Guaranteed Convergence to Local Minimax Equilibrium in Nonconvex-Nonconcave Games,[],"[5, 8, 5]","[3, 3, 4]",0,"[535, 433, 759]"
Rpo9dvNlEYW,Federated Representation Learning via Maximal Coding Rate Reduction,"['Federated Learning', 'Representation Learning', 'Information Theory']","[3, 5, 3, 1]","[5, 3, 2, 5]",0,"[382, 232, 138, 384]"
Kn43SKplAn,3D Surface Reconstruction in the Wild by Deforming Shape Priors from Synthetic Data,"['3D reconstruction', 'pose estimation', 'shape deformation']","[3, 5, 5]","[3, 5, 2]",0,"[232, 394, 506]"
1hKE9qjvz-,gDDIM: Generalized denoising diffusion implicit models,"['Fast sampling', 'diffusion model']","[5, 8, 8, 8]","[3, 3, 4, 3]",0,"[525, 219, 249, 351]"
A9WQaxYsfx,Panning for Gold in Federated Learning: Targeted Text Extraction under Arbitrarily Large-Scale Aggregation,"['Federated Learning', 'Privacy', 'Security', 'Privacy attack']","[6, 6, 6, 6, 3]","[3, 2, 3, 3, 2]",0,"[624, 361, 482, 393, 832]"
dBk3hsg-n6,Artificial Neuronal Ensembles with Learned Context Dependent Gating,"['Continual Learning', 'Catastrophic Forgetting']","[8, 5, 8, 5]","[3, 3, 3, 3]",0,"[274, 319, 151, 250]"
He7UIpiEq_O,Linkless Link Prediction via Relational Distillation,"['link prediction', 'knowledge distillation']","[5, 3, 5]","[3, 4, 4]",0,"[507, 737, 329]"
UvziTI2JGP7,Controllable Concept Transfer of Intermediate Representations,"['concept transfer', 'transfer learning', 'transferrable representations']","[5, 5, 3, 3]","[4, 3, 4, 3]",0,"[460, 760, 435, 254]"
2_B-eiVbgBs,A Differentiable Loss Function for Learning Heuristics in A*,"['Differentiable Loss Function', 'a star', 'heuristic search']","[5, 3, 3, 8]","[5, 4, 4, 3]",0,"[846, 218, 646, 744]"
k09v6oRxQPq,Understanding Multi-Task Scaling in Machine Translation,"['scaling laws', 'machine translation', 'multilinguality', 'multi-task optimization']","[5, 5, 6, 8]","[4, 4, 4, 3]",0,"[365, 470, 378, 525]"
rGeZuBRahju,Learning Language Representations with Logical Inductive Bias,"['Pretraining', 'model architecture', 'language representation learning', 'inductive bias']","[8, 8, 6]","[4, 3, 2]",0,"[431, 539, 182]"
UXPrt1ffxYD,AsymQ: Asymmetric Q-loss to mitigate overestimation bias in off-policy reinforcement learning,"['reinforcement learning', 'estimation bias']","[3, 8, 3, 5]","[4, 4, 4, 4]",0,"[904, 221, 335, 622]"
BxXXPvrL1Pg,Movement-to-Action Transformer Networks for Temporal Action Proposal Generation,"['Temporal Action Proposal Generation', 'Video Action Segmentation']","[8, 6, 3, 3]","[4, 3, 5, 4]",0,"[352, 305, 471, 393]"
LUQ2Csy_LUm,INSPIRE: A Framework for Integrating Individual User Preferences in Recourse,[],"[8, 6, 6, 5, 3]","[2, 4, 2, 4, 4]",0,"[761, 893, 383, 509, 847]"
Dzmd-Cc8OI,How Does Self-supervised Learning Work? A Representation Learning Perspective,[],"[3, 6, 5]","[3, 4, 2]",0,"[758, 544, 607]"
Lnxl5pr018,Empowering Graph Representation Learning with Test-Time Graph Transformation,"['graph neural networks', 'out-of-distribution generalization', 'adversarial robustness']","[8, 3, 6, 5]","[3, 4, 4, 5]",0,"[333, 409, 662, 490]"
HJFVrpCaGE,Provable Robustness against Wasserstein Distribution Shifts via Input Randomization,"['Distributional Robustness', 'Wasserstein Distance', 'Certified Robustness']","[5, 6, 5]","[3, 3, 3]",0,"[283, 414, 364]"
EFTpmFg9cb,GROOT: Corrective Reward Optimization for Generative Sequential Labeling,"['sequential labeling', 'reward optimization', 'natural language processing']",[],[],0,[]
YtntjusJV6,Interpretations of Domain Adaptations via Layer Variational Analysis,"['deep learning theory', 'domain adaptation', 'transfer learning', 'variational analysis', 'knowledge transfer']","[5, 5, 5]","[4, 2, 3]",0,"[682, 228, 522]"
goLFJ0ZNwl,Forget Unlearning: Towards True Data-Deletion in Machine Learning,"['Unlearning', 'Differential Privacy', 'Data Deletion', 'Noisy Gradient Descent']","[6, 5, 6, 8]","[3, 4, 3, 4]",0,"[609, 767, 417, 1108]"
XHjFakRjPsk,Meta-Learning with Explicit Task Information,"['meta-learning', 'climate change', 'agriculture', 'remote sensing']","[3, 1, 5, 8]","[5, 4, 3, 3]",0,"[96, 214, 434, 444]"
xTWoeTdHgH-,Evaluating Unsupervised Denoising Requires Unsupervised Metrics,"['Denoising', 'Unsupervised Learning', 'Evaluation Metrics', 'Statistical Estimation', 'Imaging', 'Electron Microscopy']","[6, 6, 5, 5]","[4, 4, 4, 4]",0,"[785, 343, 369, 627]"
8pvnfTAbu1f,Denoising Diffusion Samplers,"['diffusion models', 'importance sampling', 'monte carlo', 'variational inference']","[5, 5, 6, 5]","[4, 3, 2, 1]",0,"[1149, 313, 103, 508]"
_nF5imFKQI,How I Learned to Stop Worrying and Love Retraining,[],"[5, 8, 6]","[4, 4, 5]",0,"[1379, 456, 556]"
ZS8L3Fbv-L,The Value of Out-of-distribution Data,"['Distribution Shift', 'Learning Theory']","[3, 6, 3, 10]","[4, 4, 2, 1]",0,"[298, 197, 327, 44]"
qMK1Zd49IS,Recursive Neural Programs: Variational Learning of Image Grammars and Part-Whole Hierarchies,"['computer vision', 'generative models', 'composing representations', 'image grammar']","[3, 3, 3, 6, 3]","[3, 4, 5, 4, 4]",0,"[805, 192, 457, 266, 398]"
u9o4qgwJlj,SaiT: Sparse Vision Transformers through Adaptive Token Pruning,"['pruning', 'vision transformer', 'computer vision', 'deep learning']","[5, 3, 3, 5]","[4, 4, 4, 4]",0,"[143, 325, 475, 459]"
Lmff9URfo5,Cooperation or Competition: Avoiding Player Domination for Multi-target Robustness by Adaptive Budgets,"['Multi-target Adversarial Training', 'Bargaining Game']","[6, 3, 3, 5]","[2, 4, 3, 4]",0,"[376, 267, 408, 607]"
6BLZcpw1sh,Image Classification by Throwing Quantum Kitchen Sinks at Tensor Networks,[],"[5, 3, 5, 3]","[3, 4, 4, 5]",0,"[341, 187, 397, 131]"
MzQEMwIzlL,Cross-Domain Few-Shot Relation Extraction via Representation Learning and Domain Adaptation,"['few-shot', 'domain adaptation', 'relation extraction']","[3, 5, 5, 5]","[2, 3, 4, 3]",0,"[244, 534, 501, 295]"
GAGpLgWAWX,Factors Influencing Generalization in Chaotic Dynamical Systems,"['generalization', 'multi-task learning', 'chaos', 'dynamical systems', 'representation learning']","[5, 3, 3]","[3, 4, 5]",0,"[204, 755, 806]"
6u7mf9s2A9,Interpretable Geometric Deep Learning via Learnable Randomness Injection,"['Geometric Deep Learning', 'Interpretation', 'Graph Neural Networks']","[6, 6, 8, 8]","[3, 4, 4, 3]",0,"[275, 373, 252, 556]"
wyjAf9GPD_,Koopman Operator Learning for Accelerating Quantum Optimization and Machine Learning,"['Koopman operators', 'quantum optimization', 'machine learning']","[3, 6, 3, 6]","[4, 3, 4, 2]",0,"[146, 469, 361, 312]"
fPVRcJqspu,GOGGLE: Generative Modelling for Tabular Data by Learning Relational Structure,"['tabular data', 'synthetic data', 'generative model']","[6, 3, 8]","[3, 5, 3]",0,"[706, 407, 756]"
dWhS55KGSKy,Query by Self,"['Active learning', 'Kalman Filter', 'Variance']","[3, 3, 5]","[3, 3, 4]",0,"[266, 244, 287]"
_TbyZ0OxvC,A Reproducible and Realistic Evaluation of Partial Domain Adaptation Methods,"['Domain adaptation', 'benchmark', 'reproducible research', 'model selection']","[6, 5, 3]","[5, 4, 3]",0,"[292, 487, 354]"
UJTgQBc91_,Progressive Prompts: Continual Learning for Language Models without Forgetting,"['natural language processing', 'continual learning', 'prompt tuning']","[6, 3, 6, 5]","[3, 3, 4, 4]",0,"[268, 851, 339, 467]"
zHSaBQtj-l,Differentiable Rendering with Reparameterized Volume Sampling,"['neural radiance fields', 'differentiable rendering', 'importance sampling', 'reparameterization trick']","[5, 5, 3, 3]","[4, 4, 5, 4]",0,"[500, 399, 334, 603]"
_qVhsWyWB9,"Deep Learning From Crowdsourced Labels: Coupled Cross-Entropy Minimization, Identifiability, and Regularization","['deep learning', 'learning under noisy labels', 'neural classifier', 'end-to-end learning', 'crowdsourcing']","[5, 5, 6]","[4, 3, 4]",0,"[242, 296, 265]"
gL68u5UuWa,Maximum Likelihood Learning of Energy-Based Models for Simulation-Based Inference,"['Simulation Based Inference', 'Energy Based Models', 'Maximum Likelihood']","[6, 5, 5, 8, 3]","[4, 2, 4, 4, 4]",0,"[202, 539, 344, 796, 488]"
ctLFd1-gHJ,Just Avoid Robust Inaccuracy: Boosting Robustness Without Sacrificing Accuracy,['robustness'],"[3, 6, 3]","[4, 4, 3]",0,"[838, 787, 792]"
yEsj8pGNl1,Projective Proximal Gradient Descent for Nonconvex Nonsmooth Optimization: Fast Convergence Without Kurdyka-Lojasiewicz (KL) Property,"['Nonconvex Nonsmooth Optimization', 'Projective Proximal Gradient Descent', 'Kurdyka-Lojasiewicz Property', 'Optimal Convergence Rate.']","[3, 6, 6, 3]","[3, 4, 4, 4]",0,"[496, 580, 388, 633]"
7wrq3vHcMM,First Steps Toward Understanding the Extrapolation of Nonlinear Models to Unseen Domains,"['extrapolation of nonlinear models', 'theory', 'structured domain shift', 'gaussian kernel']","[6, 5, 5, 6]","[2, 3, 3, 3]",0,"[372, 366, 389, 689]"
erHaiO9gz3m,A Kernel-Based View of Language Model Fine-Tuning,"['language models', 'fine-tuning', 'neural tangent kernels', 'tensor programs']","[5, 5, 6]","[2, 4, 2]",0,"[393, 509, 904]"
-Yzz6vlX7V-,Variable Compositionality Reliably Emerges in Neural Networks,"['compositionality', 'emergence', 'generalization', 'regularity']","[5, 5, 5, 3]","[4, 4, 4, 3]",0,"[1066, 433, 247, 533]"
k8_yVW3Wqln,Systematic Rectification of Language Models via Dead-end Analysis,"['Language Models', 'Detoxification', 'Dead-end Theory', 'Reinforcement Learning.']","[6, 5, 8]","[3, 3, 2]",0,"[399, 739, 358]"
1P8eOmWgdk,Model-free Reinforcement Learning that Transfers Using Random Reward Features,"['Reinforcement Learning', 'Model-free', 'Transfer', 'Random Features']","[8, 5, 3, 5]","[3, 4, 3, 2]",0,"[272, 409, 1256, 245]"
ZHyTtEd4lXz,Differentiable Channel Selection for Self-Attention,"['Differentiable Channel Selection', 'Self-Attention', 'Differentiable Neural Architecture Search', 'Re-IDentification', 'Object Detection', 'Image Classification']","[5, 3, 3, 6]","[3, 3, 4, 5]",0,"[344, 815, 447, 368]"
J41IW8Z7mE,Membership Inference Attacks Against Text-to-image Generation Models,"['Text-to-image Generation Model', 'Membership inference attacks']","[3, 3, 5, 6]","[3, 3, 3, 3]",0,"[554, 531, 442, 304]"
8efJYMBrNb,Multiple sequence alignment as a sequence-to-sequence learning problem,"['sequence alignment', 'molecular evolution', 'natural language processing', 'bioinformatics']","[6, 3, 6]","[3, 5, 4]",0,"[633, 388, 659]"
NGv_ui-1wz,Fair Graph Message Passing with Transparency,"['Fairness', 'Transparency', 'Graph Neural Networks']","[3, 3, 5, 6]","[3, 3, 4, 4]",0,"[1305, 576, 303, 520]"
IPrzNbddXV,FedExP: Speeding up Federated Averaging via Extrapolation,"['Federated Learning', 'Optimization', 'Step Size']","[8, 8, 8]","[4, 4, 3]",0,"[588, 381, 651]"
lgYzzQ0fX5D,Graph Neural Networks Are More Powerful Than we Think,"['graph neural networks', 'expressive power', 'representation', 'graph isomorphism', 'classification', 'spectral decomposition']","[3, 5, 3]","[3, 3, 2]",0,"[547, 281, 889]"
4FBUihxz5nm,A Mixture-of-Expert Approach to RL-based Dialogue Management,['Reinforcement learning'],"[8, 6, 3, 6, 8]","[3, 3, 3, 4, 4]",0,"[493, 530, 587, 220, 378]"
tCsdRTELrZs,A Retrieve-and-Read Framework for Knowledge Graph Reasoning,"['Knowledge Graph Reasoning', 'Graph Neural Networks', 'Transformer']","[3, 5, 3, 3]","[4, 4, 4, 4]",0,"[293, 254, 281, 546]"
iBdwKIsg4m,f-DM: A Multi-stage Diffusion Model via Progressive Signal Transformation,"['diffusion models', 'progressive signal transformation']","[5, 8, 6]","[4, 4, 4]",0,"[571, 262, 280]"
p4X5ZrM2AY,An Empirical Study of the Neural Contextual Bandit Algorithms,"['Contextual Bandits', 'Neural Network', 'Neural Bandits']","[3, 3, 3, 1]","[4, 4, 4, 4]",0,"[511, 333, 110, 485]"
nIMifqu2EO,"Backpropagation at the Infinitesimal Inference Limit of Energy-Based Models: Unifying Predictive Coding, Equilibrium Propagation, and Contrastive Hebbian Learning","['predictive coding', 'equilibrium propagation', 'contrastive hebbian learning', 'backprop', 'machine learning', 'computational neuroscience']","[8, 5, 8, 5]","[4, 4, 4, 4]",0,"[272, 322, 175, 260]"
ZCTvSF_uVM4,A Theoretical Framework for Inference and Learning in Predictive Coding Networks,"['predictive coding', 'backpropagation', 'target propagation', 'machine learning', 'neuroscience']","[8, 10, 3, 8]","[2, 4, 4, 4]",0,"[153, 456, 287, 340]"
